,clean_fin_review
2226,not proper size length shoe not proper short swell foot also short aspected
2227,damage product damage product
2228,fraud copy
2229,not good product bad quality
2230,bad product chip class product
2231,worst shoe ever disappoint shoe ever life wear shoe morning even shoe torn.very bad quality bad ever shoe buy
2232,waiste money waiste money product not per expectation many good product available compair product recommend
2233,kindly return product early possible kindly get return not product quality
2234,low price low quality bad product
2235,not good poor quality shoe want money back
2236,purchase shop different one not good
2237,not origin al reebok copy copy reebok
2239,small size not buy product thumbs_down small size number lick number not comfortable bad experience not good finishing total money loss pouting_facethumbs_down
2240,bad shoe ever fit worst....had return tight ugly foot not purchase
2241,product quality not good brought shoe morning workout day notice hand stitch inside look like company defect product since want sell thats do
2242,receive torn stitch shoe one shoe stitch inside seem use not brand new disappointed one shoe perfect one look torn stitched time patience return go keep pay money atleast expect brand new product not kind stuff disappoint
2243,return self ship useless want place return shoe not right fit amazon would not pickup self ship big trouble price not get store directly
2244,bad design poor design shoe hurt ankle fit okay shoe back cushion bad hurt ankle sparx good brand good experience previously expect sparx
2245,purchase product west money purchase product
2246,dont buy lace bad quality
2247,value money product comfort good shape not look good
2248,dirty use product full dirt use
2249,low quality low quality wrong size
2250,bad quality bad quality shoe soul break not satisfied product
2251,not poor quality
2252,"poor quality bad experience,poor quality"
2254,bad plz buy poor quality
2255,uncomfortable usually wear shoes.this wearing much uncomfortable tight top feet.i dont recommend buy
2256,not upto mark per price price max get shoe local market suggest buy one best deal justify
2257,"leave shoe look use old 



 u new shoe receive left shoe look old use"
2258,nice shoe shoe comfortable premium quality apparently seller value color choice ready get different color despite pay price color however value money
2259,not expect not expect
2261,buy type shoe please type shoe sole not good heel please buy good quality store buy amazon see low price thank
2263,duplicate shoe get shoe get either duplicate refurbished would not recommend buy buy..it's not worth stain stiches see one shoe
2265,"shoe bed quality 



 very bed product issue face ruber issue not proper work paste not finish"
2266,shoe not good rough use...soul soft tear dislike
2267,hard defective bad defective product
2268,not recommended last least month within month bottom part damage hole shoe please buy one try add buck go brand one
2269,colour different order black show colour change colour chengei order black showsam not satisfy
2271,torns within month inside outside bad quality never use type use torn month
2272,low quality low quality
2273,not look good poor quality item
2274,hard bottom heavy weight
2275,not comfortable there’s hard plastic tip back th shoe make uncomfortable toe don’t buy
2276,product get damage three month product good however tear start upper edge foot support
2277,not great not great look like cheap quality seem orginal
2278,third class shoe please avoid shoe cost uncomfortable worn jus month
2279,finish bad finish do like kid paint thier shoe
2280,good product accord price smiling_face_with_smiling_eyesthumbs_up compairing price quality good resenable prise grip nice good product accord price smiling_face_with_smiling_eyesthumbs_up
2281,bad quality use flat strap knot tear come bottom color full go walk
2282,"bad product quality 



 can't prefer product not per show amazon"
2283,ghatiya product low quality product
2284,grip not good slippery marbal tile
2285,not good not good expect
2286,bad buy bad buy
2287,rubbish quality not buy horrible quality shoe soul crack week
2288,please please buy shoe bad experience
2289,"less pay,the less get shoe sole also broken fixed area see photo post"
2291,worst not good
2292,bad coalty poor
2293,useless pathetic product useless product pathetic
2294,not good quality show picture not good quality
2296,waste money low quality life waste money plz dont buy shoe
2297,quality quality not good also wear shoe shape becomes odd
2298,demege order aadi shoe itom damage
2299,not satisfy not satisfied sole plastic material winter hard inner cushion also not good
2300,shoe quality review bed quality can't suggest person purchase item disappoint time
2301,not even lasted week receive shoe month quality shoe poor last even week
2302,bad hat
2303,pathetic product quality product bad quality nail come insole hurt leg wear hour not worth buying
2304,bad product cheap theaf bad qaulity product not buy aadi product criticize amazon bring product sell portal
2306,poor quality product perfectly fits.but sole cracked month usage look outside not worth money spend atleast month life span money charge
2307,nice nothing
2308,bad product ever purchase product bad never purchase use day back side shoe start tear apart
2310,disastrous quality poor qualityamazon not encourage tipeof qualityit waste time
2311,not confort size not comfort size
2312,order different color get different one one also good
2313,shoe not picture modle different modle shoe not happy shoe ok
2314,different color sole show picture product show picturealways come different color sole
2315,poor quality within month usage top cushion tear within month usage top cushion tear buy bad product poor quality...never ever purchase product campus
2316,im purchase order two time matarial quality not good febric not good see pic situation day wear regularlyim not sericfide brand more.thank
2317,size problem size chart ke accord mat jana
2318,bad product bad product quality size problem also
2319,quality poor
2320,faulty sole sole come within day usage
2321,bad quality totally wrong product friend
2322,product bad damage ho gaya
2323,not good month use damage
2324,bad product product break sige delivery boy let person
2325,not comfortable not comfortable walk
2326,receive damage condition receive damage condition
2327,balance not good wear not comfortable wearing shoe
2328,fake product receive fake product receive
2329,poor quality cheap product
2330,wrong item dispatch order red blue deliver dark blue
2331,buy waste money waste money shoe say buy product amazon...they send duplicate product..this shoe tear front within month without run use.....amazon product coustomer service bad
2333,receive different style sole black picture receive white sole one still like style keep
2334,"different color reaceved 



 disliked colour"
2335,mislead sale order greyish black shoe full black red graphic side get grey white outsole shoe not even available list clear colour stock availability mislead buyer
2337,quality shoe sole not good quality product bad....the sole get not withstand day jog get consume badly bad part warranty day date sale.i buy jan start use march mid year not cover warranty prime customer amazon take care not sell product portfolio need immediate response amazon
2339,not meet expectation purchase see look shoe error size wear campus shoe fit always wear campus shoe first online shoe please go shop near purchase campus shoe may get discount print rate always get discount campus shoes.i get shoe rs suggest purchase product online
2340,bad product buy bad product seem show image colour shoe different image show size also small overall bad thumbs_downthumbs_downthumbs_downthumbs_down
2341,"campus shoe 



 campus name market high butquality not good poor quality front side top not stick proper"
2342,not mark product nice sole weak
2343,"diamage leave side tip small kid hole 



 on leave side shoe tip hole basically diamage shoe order grey sol give shoe white sole product not satisfy"
2344,product small
2345,blue red mangaye aaye blue grey
2346,bad fit size side design opened..worst condition
2347,quality not good not expect brand upper part shoe damage day go sparx instead campus quality not good compare price purchase local shoe not purchase shoe
2348,need refund transit shoe destroy may rat though return due networking problem courier keep item
2349,amazon send wrong size product nice comfortable quality good amazon send wrong size order pair pair send amazon.very bad service amazon
2350,waste money waste money quality product worst
2351,waist shoe bad quality dislike shoe bad quality
2352,bad product buy day brake bad product seller campus totally waste money
2353,low quality quality low
2354,bd quality order get shoe bad quality
2355,reject product not like product.this fit not well
2356,not buy waste money product not buy product
2357,rubbish third quality productit not refund amazon
2358,shoe not good condtion shoe not good condition
2359,poor supply product short supply bitter quality
2360,waste shoe poor quantity waste shoe poor quantity
2361,damage product use bad product damage already use product not satisfied product
2362,waste product shoe soo hard waste product value
2364,returnable bad product money waste
2365,bad product want waste money buy
2366,"product not good 



 weast worrest shoe"
2367,"local shoe 



 local quality shoe bagbas"
2368,waste product buy product not worthy
2369,different image receive shoe image
2370,poor quality poor quality
2371,buy product sole poor bad quality buy product waste money waste product
2372,not good size not comfort like shose bad
2373,damage damage product
2374,bad quality bad quality receive torned product
2375,different image show warn actual product may differ image show buy risk
2376,not good look pic local brand
2377,bad item expressionless_face receive delivery damage
2378,pls concentrate colour bad quality sole shoe comfortable colour not order
2379,uncomfortable irritative poor product shose uncomfortable
2381,old product old product
2382,i'm disappoint totally product change pls kindly refund noot good kindly refund
2383,"duplicate shoe not campus proper brand 



 duplicate shoe not campus proper brand"
2384,"without tag dilevered shoe 



 without tag shoe want return back"
2386,bad quality shoe get torn within month purchase company neither return replace
2387,"month use 



 bed qualitynot comfort"
2388,sole white sole white
2391,poor quality poor quality scrach within day purchase not good daily use
2393,low quality product paking not good bad quality product
2394,good colour deference receive
2395,not durable use day right shoe already tore not preferable run
2396,"dont buy product not match give picture,i order gry/org sole come white sole product manufacturing date"
2397,bad quality shoe bad quality shoe duplicate product
2398,change brand product bad product
2399,product quality low low quality not good
2400,low quantity product low quantity product
2401,bad product picture good actually not good
2402,not right product per price bad product per price product
2403,really money waste product picture show really different actual product product uncomfortable wearing
2404,terrible product don’t buy wait amazon take product back terrible fit poor quality
2405,product not like seem product show sport shoe come sneaker
2406,not good product low quality
2407,soal not good quality week use
2408,not happy shoe tight
2409,average front side shoe shape not wide not comfortable average product
2410,not comfortable use one leg size ok another leg size not ok not comfortable wear
2411,standard want uk order uk wat say dis wat experience
2412,compare fake product
2413,use product use product
2414,not original redtape product product copy redtape product quality bad
2415,return already return product
2416,dayz shoe get cracked bottom like
2417,tightly size smalli want returnplease accept
2418,poor quality product poor quality material not comfortable foot area
2419,waste money not good product not good product
2420,please buy sole last long please buy sole last long
2421,sent use product twice receive used product hence request refund
2422,hard material hard material
2423,bad quality product bad amazon service poor quality shoe plzzz buy
2424,shoe crack one month use shoe crack please exchange
2425,worst damage product
2426,shoei size always buy big current
2427,get defective peace receive defective shoe pair different cheat seller shoe not proper
2428,dont buy good quality size error
2429,already use waste money
2430,bad product hard material waste money plz dont buy bad product
2431,not good product west money totally west money
2432,size small...comfort less size small soul hard.it’s comfort le delivery also bad
2433,small mention size uk even fit person size uk
2434,manufacture defect leave shoe plz mislead people bumper offer slap defective piece
2435,bad quality bad quality give shoe less torn
2436,worst run shoe worst run shoe buy arch support uncomfortable running
2437,color quality not order poor quality product send ordered shoe box blue red inside blue color shoe
2438,uncomfortable shoe un comfortable
2439,product duplicate thirdclass product not product anyone not original brand duplicate copy
2441,plastic heal give blister side foot pathetic product sparx.....not expect
2442,fake product amazon check fake product box broken shoe duplicate funky waste time
2443,shoe good shoe pack not properly tha amazone pakege
2444,third class buy poor quality
2445,comfort right leave side shoe sole uneven height not comfortable lie floor
2446,defect peace
2447,not comfortable accord price not comfortable accord price
2448,product different website
2449,"cheap quality sound 



 chepq quality"
2450,quality bad material quality totally opposite picture
2452,sole quality poor day purchase sole quality poor fitting also not comfortable
2453,item poor quality poor quality item west money
2454,plz buy look nice pic really worthless.i'm really not happy
2455,duplicate product buy shoe completely duplicate product not original spark brand quality also not good enough
2456,product advertise delivered connection product advertise delivered entirely different see picture option express review question henxe select low rating express dissatisfaction
2457,poor quality product poor quality.i use five day upper part torn
2458,poor quality poor quality shoe uncomfortable material use hard not feel good
2459,bad quality within month stitch wear bad quality within month usage stitch wear certainly not water proof materialbrand need win trust customer quite definitely not go use sparx anymore
2460,waste sparingly use shoe advantage light weight waste product wont come even month use regularly please go pricing like face issue like
2461,bad product bad product
2462,soul not good poor
2463,not worth buying receive shoe not good term comfort look
2464,improve comfort product not high standard
2465,please dont buy shoe awful fitting pathetic absolutely cushion support ankle get blister ankle within minute walk cannot even return
2466,not expect shoe not comfortable although size shoe fit well.won't recommend
2467,not good durty local shoe
2468,disappointing yes product light weight come one bad soles(spongy totally disappointing shoe price range many good shoe available good soles.very flat smooth surface advise
2469,size not true box say size say size state box way lower paid.can someone explain
2470,big purchasing product product quality poor hole make fit lash fasten give comfortable usage get torn day usage extremely disappointing product sparx mistake not use product receiving could trace flaw within limited time period alotted return totally state helplessness frustration rarely happen trusted brand true grudge amazon marketing business one suggestion provide platform marketing deserve every case fradulence whosoever seller amazon trust customer lessen bit thank
2471,not comfortable not comfortable width less upper mesh also not breathable mean feel hot ur wear bad product reebok
2472,disappoint shoe not comfortable somehow small per respective size also not forget heat run make toe finger red swollen irony shoe name stride running shoe result opposite compare product's name recommend shoe need fancy day day walk good enough else daily run workout session not strong enough.disappointed
2473,different color receive poor quality
2474,look poor quality sole feel comfortable shoe great sole feel comfortable gym usage
2475,"poor finish 



 money waste,time waste effort waste"
2476,not good product not good product ok it’s canvas shoe sport shoe
2477,duplicate not original buy brand shoe amazon go officiall shoe portal get original products.in amazon seller provide duplicate
2478,box damage box damage leave shoe finish not good
2479,product quality give one star receive product look like duplicate product purchase item look like footpath item
2480,not per expectation not per expectation preview site...am not satisfy product
2481,not good product want use roughly daily not good sport daily use
2482,bad quality disappoint
2484,product mismatch not get exact product showes
2485,bad quality not upto mark
2486,bad quality product bad quality
2487,need improve quality not value money
2488,shoe material bad see beautiful never like shoe
2489,hard soul wait money
2490,uncomfortable poor quality totally waste money
2491,quality bad bad quality
2493,bad low quality
2494,cshy jhf not fit
2495,"use product 



 this use product please return"
2496,local product shoe local give lot hurt make blister foot finger
2498,bed material bed material
2499,bad shoe bad product ever not buy shoe waste money
2500,poor quality bad product
2501,total waste waste money
2502,not value money pensive_face not show photo
2504,not comfortable use size product short normal number shoe cause uneasy wear not comfortable long time possible replace
2505,poor product stuff hard wear material look like cheap dont find original product sparx
2506,reject buy product seller send defective pair stitch bad make look ugly wastage money
2507,defective piece bed quality
2508,low quality dislike shoe quity day show break
2509,not worth purchase bad quality
2510,not not worth buying hook break first try
2511,bad quality look photo...very bad quality
2512,shoe pic look nice real shoe bad i'm not like shoe
2514,poor quality bad design never expect kind fake product shoe maid local clothes
2515,soul flexible good thumbs_upthumbs_up thumbs_upthumbs_up
2516,dont buy scam first day try torn tie lace do
2517,order one get another please nobody order this...i get dirty shoe
2518,quality not good loo quality totally plastic shoe
2520,colour must change want yellow sweatshirt
2521,bad product bad quality
2522,"like amazon service one piece manufacture problem,and shoe different size"
2523,bad shoe world worst shoedon't buy itit rat zero starsmost sparx shoe worst
2524,price increase saw morningprice would like buy productat time price show time don’t intrest buying
2525,not comfortable run shoe qality good fitting oit cofortable due havy weight fit issue not comfortable run
2526,bad bad poor quality.just time use like item.bad bad bad quality item purchase
2527,not comfortable run shoe not comfortable run jogging.my little finger get scratch first day use
2528,money west hard uncomfortable
2529,quality not good bad quality
2530,uncomfortable dislike product sole hard uncomfortable
2531,size small shoe not mark
2532,worst never buy copy product not original sparx
2533,waste money buy shoe brother morning run day shoe become uncomfortable loose size color waste money
2534,ridiculous wrong product receive
2535,i'm not satisfied old product sell karte ho
2536,worst shoe price fit well rough shoe not recommend run casual wear look like piece plastic junk
2537,bad product bad product
2538,quality shoe not good ghatiya quality shoe
2539,buy get defect day quality product sparx not good product.product get defect warranty brand not help.waste money
2540,fit not proper size small size small not accord uk size
2541,size shoe small standard market size shoe small standard market size also receive one lace without tip please check pack product
2542,modle wrongly come fit
2543,wrost product product wrost
2544,fake box heavily damage seem use shoe face_with_symbols_on_mouth
2545,not geniune reebok poor product...not geniune...its fake reebok shoe
2546,bad product bad product buy amazon seller play cheep trick damage product send discount give
2547,fake reebok product fake rebok product
2548,look like cheap copy look like ripoff original reebok shoe
2549,not original reebok product cheap product not look like reebok product.its seem copy not original one
2550,use product receive used product receive
2551,used product receive receive used product
2552,not good cheap product think rebook modify shoe
2553,product seem like duplicate walking.we cannot atleast run purely duplicate
2554,fake product not buy fake product observe want cross check plz check product detail detail find official site
2555,wrong product recived wrong product recived
2556,shoe not worth comfortable:i find shoe spacious comfortable toe feel toe move without issues.light weight:the shoe light weight never felt like wear shoe atall.flexible:used run today morning.very much flexible soul perfect run workouts.value money:the look feel nice build superb along side color combination brilliant.highly recommendable one recommendation already do cart
2557,not comfertable ache solebeen use daysand delivers saysa comfortable solenice designtrusted brandeconomical
2558,poor quality good design purchase also comfortable
2560,quality bad attractive look
2561,fake product product look good also make high quality material love
2562,harmful foot fit liitle tight youll habitual day thats not problem overall nice quality deaigns also good one best shoe price range sure
2563,bad product bad quality bad product bad quality
2564,issue quality light weight comfortable shoe high quality low budget
2566,quality concern good
2567,rifund really happy share wonderful product look good make feel pleasant whenever go volleyball match
2568,good product
2569,uncomfortable bad finish colour beautiful comfortable
2570,worthless not comfortable
2572,"year old shoes....product mfd,,dec year old shoe contain wrinkle sole first receive unsealed producti not satisfied quality price rangeit's really not worth itdoesn't look classy"
2573,sole fall apart every day waste money never buy product buy size uk shoe first that's buy normally brand bata adidas etc size shoe tight return get size fit well.the shoe great
2574,not comfortable jaisa pic tha vaisa hi nice
2575,"poor quality old stock give out sole pasting problem day pair alredy year old,n winkels crease mid sole...so disappointing..very bad"
2576,quality not good not good adjustable
2577,fit not good quality not good day foam compress quality not expect red chief
2578,product quantity not good product comfoteble
2579,size small product not worth amount poor quality shoes.i regret inform sole leave shoe come within week purchase
2580,delivered way different product piture buy
2581,bad product quality cheap wanna say please buy shoe bad product quality cheap wanna say please buy shoe
2582,good brand name bad product quality love
2583,price high stylish light weight comfortable however use almost month seem last year not recommend sport usage
2584,"color not match image 



 yes"
2585,not satisfied nice
2586,power quality nice
2587,not good product good
2588,bad quality best shoe comfortable skid free gud look value money less costly sketcher review use month
2589,size not fit size not fit
2590,low quality shoe not use sport good look
2591,cheap quality not woth amount not worth cheap quality uncomfortable
2592,product good size not perfect excellent
2593,"style not good 



 not expect picture different"
2594,buy third classbshoesnobody purchase itit break within one monthwaste money
2595,look like cheap one order mother place order excite come much disappointed display picture look nice actually low quality size two pair different immediately return recommend not buy worthless product
2596,photo show good see physical product not good plz buy product price less show good picture wrong sale not satisfied product
2598,not useful walk not useful walk
2599,poor quality quality not expect wrong size receive color response seller refund also take long time
2600,shoe narrow tight fit even order size order size uk usually go found narrow fit tight even insert leg shoe subsequently get replaced uk narrow difficulty could insert leg shoe
2601,"bad product,don’t go i’m write review use month pink bind start bite first use hurt lot continuous use sock also pink strap hurt ankle ever use please don’t buy cheap quality products.waste hard earn money"
2602,"not comfortable 



 not comfortable running time size small product defect"
2603,bad product orange binding start bite ankle right first use
2604,worst brand west item west money
2605,worst shoe worst shoe ever used.its tear skin.it's hard please buy cheap quality shoe
2606,worst thumbs_downthumbs_downthumbs_downthumbs_down paisa wsul product light weight comfortable red chef time favourite
2607,cheap product absolutely cheap product not show picture cheap footpath vendor sell
2608,worst ever experience amazon not fit upper part show non elastic badly plan wear literally cut blood supply feet/toes wear want collapse loss blood circulation
2609,product not good show picture satisfied product amazon
2610,substandard product substandard product
2612,waste money everything good
2613,please don’t buy poor stuff it’s not comfortable et al
2614,bad awesome go
2615,not long durable shoe good product im satistsfying quality price also light weight...sole little hard otherwise everything perfect
2616,seem not worth price product's quality not expect make thin fabric would say sustain physical activity would say
2617,poor quality shoe torn less month
2618,poor finishing colour grip make feel like toy look like duplicate product definitely not brand like campus poor finishing colour grip make feel like toy small kid worth
2619,totally horrible product happy able choose wear toilet totally horrible product happy able choose wear toilet
2621,bad one dirty not waist money guy
2622,think run shoe casual shoe not run
2623,product use poor quality like use product
2624,"bad thing ever order deliver show picture bad thing ever order deliver show picture,totally poor quality shoe class shoe"
2625,really really bad quality bad like anythingwaste money
2626,poor quality quality product awesome
2627,bad quality product buy think buy product please dont buy order use bad shoe look good picture real opposite.after wear show smell come leg not absorbs sweat use product last week bad condition clothes get unstiched not wear it.so last suggest buy product
2628,not recommend throw garbage pain ass product look nice not comfert use couple hour feel foot uncomfortable face pain not recommend full day use harm foot muscle
2629,bad quality bad quality
2630,bad product product bad
2631,please pickup shoe size small.please return product
2632,low quality sole material sole shoe tear within one month
2633,pathetic product comfort show please don’t go one total waste money
2634,size chota hain not comfortable size chota hain aur brand size fit atta hain ye size cota hain comfortable nahi hain still keep brand new
2635,not good not satisfied product
2637,"canvas material hard cause bruise back part leg minute 



 canvas material hard cause bruise back part leg wore minute short walk return check back part leg absolutely bad state canvas material torn skin leg minute make video brusies cause shoe"
2638,incorrect delivert order per image expecting deliver receive lace one strange
2639,"first copy 



 damage piece"
2640,poor quality product internal material quality not good
2641,poor quality product receive product torn one side overall poor build quality not last month return
2642,waste money price high type cheap quality price not deserve price garbage shoes.highly not recommendedgo brand shoe like puma nike addidas etc
2643,bad quality product product quality poor cushion provide ankle side hard caused injury see photo attach unfortunately window return material close may cannot return waste money
2644,dont exchange whole reeasson dare order shoe online withouot try offer return exchange product description seller suggessts product returnable/exchangeable ask return/exchange inform seller's disccretion size normally wear big go one size may not possible mislead dishonet not recommend product seller
2645,bed bed poor product
2646,uncomfortable not gooduncomfortable
2647,worst productloudly_crying_faceloudly_crying_face horrible exprience.the bad product ever buy amazonloudly_crying_faceloudly_crying_faceloudly_crying_face
2648,"get different product much dissappointed amazon i've get totally different product color,the design model shoe everything look different would like return soon possible"
2649,defective product send bad experience difference size leave right shoe
2650,size issue size size actually size.disappointment return
2651,size chart mislead order little big foot size measure per size chart even number not fit foot pol attach size chart
2653,bad experience product look good not quality product
2654,dont buy not buy product large size small normal sized foot think classify children's shoe quality great either
2655,bad service diffected product not return slightly_frowning_facebad service amazon
2656,not comfortable walk half hour walk not comfortable bite skin though used wearing sock
2657,bad product perfectly fit
2658,average colour quality bad look wise good poor quality colour smell bad size comfort ok dissapointed colour......price not waste money.size ok colour quality pathetic....don't buy colour go wash
2659,not worth buy hard wear due non flexibility neck shoe make possible wear cut neck
2660,useless total waste money not good product useless
2661,not comfort size problem not comfort
2662,bd quality product okay
2663,disappoint wrong commitment good comfortable
2664,extremely uncomfortable foot sweat wake go product
2665,easy run product quality not good..not sturdy look like
2666,bad look beautiful..sooo soft perfect fit
2667,bad experience get painful shoebite first day wear shoe experience might not everyone still not recommended buy shoe
2668,size small not seem display picture not worth money sole entire shoe kinda thin suffocate write day exchange see exchange button order detail menu
2669,"shoe fit 



 shoes fit"
2670,bad product get damaged day heavy weight not comfortable
2671,not comfortable not comfortable
2672,bad product gum visible outside look embarrass shoe not look good brand product
2673,shoe right size short material si good return shoe not pik return date
2674,not worth not suitable walk jogging
2675,not much expect not much comfortable workout
2676,size issue not proper fit not comfortable wear
2677,heavy weight not comfortable
2678,costly think wirth not like much
2679,buy duplicate product waste money poor quality
2680,would'nt buy comfort level fitting poor
2681,pathetic quality dont buy cheap quality shoe not worth much type sell roadside janpath less.very upset look like good quality poor
2683,receive different colour product order pink colour receive green colour product.not worth money
2685,"not worth money even cashback build quality poor,threads come without even use much come easily even tie properly workout not comfortable displayed base not wide enough hard balance"
2686,worst shoe ever pls buy item bad quality not acceptable leave colour toe wear use walk not expect kind product amazon.pls improve ur product standard
2687,awesome quality थी पहले महिने बाद में फट ता है like campus first shoe awesome quality product comfortable look nice
2688,not comfortable quality soul ok size not comfortable expect colour shoe nice shoe heavier recommend nice thing product come good price segment
2689,avoid campus shoe poor quality shoe not good run speed walk interior build quality good piece foam get dislocated thread come couple month
2690,shoe not proper size shoe size not proper compair brand get shoe bite also walk near heal hurting inside
2691,damage product receive damaged product initiate return atleast quality check must do send customer totally dissatisfied product
2692,not good product purchase order month ago stitch automatically open whole shoe demaged stitch not proper shoe wore shoe time quality bad must say purchase product
2693,bad product wrost product suffer shoe bite within min not comfortable not fit properly waste money totally
2694,bed shoe bed experience
2695,bad product cheap quality hard
2696,nothing product use second hand item big fraud costumer
2697,tight size mein chhota hai
2698,receive damage product dont buy wastage money nobody respond exchange damage productnot worthy moneyplz don’t buy
2699,shoe shoel not paste proper shoe shoel not paste proper side shirl gum broken
2700,showl big high wet high wet showl hard replace sorry
2701,duplicacy wrong product seem duplicate
2702,though look bully foot steel rub scratch finger okay wear hour little slippery scratch finger
2703,buy build quality not good fit also not proper buy particular item make bad felling towards product
2704,"buy product creat heat smell come shoe,go brand"
2705,local company look like campus seem fake/duplicate fraud buy
2706,"get different size 



 i highly disappoint"
2707,paste ticheing low quality ticheing paste poor quality price accord price overall low quality product never buy
2708,recieved colour stain product tag broken tag broken..pink stain shoe shoe good quality recieved product use someone else
2709,bad product loudly_crying_faceface_with_symbols_on_mouthface_with_symbols_on_mouthface_with_symbols_on_mouthface_with_symbols_on_mouthpouting_face bad product
2710,product not good product not like show picture
2711,not recommend ordered replacement product size issue order small size receive different product different colour highly not recommend
2712,destroy within week less week wear shoe get rip piece play intermediate badminton player shoe last week inner sole annihilate bead start come back well inside shoe not meant day day physical workout shelf shoe make glass cheap knockoff name brand make shoe look good really good buy bound get rip
2713,bad experience amazon selling copy shoe campus first shoe red colour bad experience.according price low concentration shoe price high see shoe condition..i think amazon sell copy shoe item.very bad experience not glad go brd campus campus shoe cheap look meterial
2714,"small ball less like fraud 



 what like fraud....i can't return product use know can't go campus...these ball stick inner side shoe wall empty soels"
2715,"comfortable use campus shoe years,but uncomfortable shoe never see shoe pretty good side material also good mess shoe thin tell please kindly check buying"
2716,"less ball make noise walking jog 



 this stupid shoe right leg shoe bead leave less bead make noise please buy shoe make much noise sound squize loudly_crying_facecrying_face"
2717,"cheap product seem 



 only use day bubble right shoe fall unknowingly..and right foot feel little disbanded..even pay price company send cheap product expect company like campus...#disappointed"
2718,recommend not worth buy design not good wear appear bulky bend slightly
2719,sole shoe not good comfortable airway not good
2720,"bad 



 the product not good.one month pain shoe plz refund amount"
2721,uncomfortable product hurt foot leg muscle feel discomfort
2722,not expect not comfortable not light weight not fit long distance run hard sole shape meterial
2723,disappoint disappoint first wash front shoe black mark show seem like inner glue something come make look bad not able wear outside disappointed
2725,"luck get pair come expect 



 all gd shoe..except right pair loose bid gradually..from where..i cant figure out..i use it..so cant return it..dont knw"
2726,even though exchange product still shoe size not fit shoe size not mention tight wear think hv go wrong product really feel waste money buy product exchange shoe brand product different size
2727,buy amazon waste money time amazon deliver wrong product refuse refund product not comfortable look good
2728,poor quality not run within three month use net start loosen pay much amount pair shoe expect run atleast year greatly disappoint
2729,not run shoe good fit.the inside comfortable.the shoe sol poor quality.the shoe not mean runninggood walk
2730,"fake product 



 i dont like product all....completely different picture show"
2731,heavy uncomfortable give pain foot bad product perhaps duplicate much heavy not fit well use daily walk start give pain foot never buy discard
2733,product finish not good product finish not good
2734,accurate size size not match
2735,bad quality defect shoe bubble go out..very bad wear shoe one day yesterday receive order
2736,not good daily run person_runningperson_running bad product not daily run shoe month not use ever see bad product like various utuber missguide product useless not go
2737,bad product already used product receive bad product already used product receive look like first copy
2738,honesty review waste money quality worst throw within week shoe bad use walking hour day mesh start tear sole start come please request everyone go look actually bad ever shoe quality
2739,product expensive actual not look price seller sell mrp.product quality not match w.r.t price pay
2740,size shoos not expressionless_face buy shoos go collage wore one day ball inside shoos get disappear god know go totally not fill let's come fitting uncomfortable not perfect size really really disappointed shoos
2741,"stained product receive 



 product nice seller send stain use piece"
2742,small product product small exchange size also
2743,not comfortable shoe not comfortable design not good not easy wear ankle stuck wearing
2744,not good fake shoes...i buy try it..it tear easily fool hard earn money
2745,raipar shoe sale kar rahe hai cheep quality
2746,looks good damage month product good look not survive month sole come within month
2747,bad quality bad quality shoe i've ever buy amazon bottom sole shoe start brake day usage buy risk
2748,not new product show black line side shoe see image product problem like not new something like black line shoe not show new black line show shoe kindly send new product shop
2749,don’t buy quality so-so say cheap not sure withstand jogging/running/sports activity casual wear looks nice receive time fit well
2750,bad quality shoe single day use soul get separated shoe bad quality shoe single day use soul get separated shoe dont understand someone offer bad quality dont survive one day worst part not even return becuase use one day
2751,poo bad quality one month nd demage shoe
2752,return like much cause hard walk felt like step hard rock also give comfort still look design well
2753,not fully satisfy not much good quality show photo much disappointed not worth money spend actually like shoe much order receive item i'm much disappointed not good poor quality expressionless_facefrowning_face️
2754,pathetic shoe hole arrival disappointed product market amazon unable post photo
2755,comfortable poor quality sole shoe light weight comfortable however get dirty fast need wash almost every use also sole extremely poor quality start peel two wear that's big drawback can't wear look old worn
2756,worthless product value money price use morning walk not suitable heavy rough use
2757,shoe without box quality worth rupees....still aapka bhala ho must improve quality packaging...tulip
2758,quality not good product look good however quality bad shoe soul come within span month shoe not even comfortable inside recommend anyone
2759,poor quality poor quality not walk colour nyc..buy shoe's soul uncomfortable inner side poor..very bad experience waste money nay star
2760,not run use product fully satisfy
2761,bed quality quality's high look good im happy
2762,"bad finish shoe high price bad finishing.i feel last week usage,also price way high open damage package..it's feel like wear canvas shoe childhood"
2763,cheap product poor quality could hardly play volleyball month hour day.means work total life hour
2764,shoe running_shoe different sir bad product ever week use sole becames thin hard waste money
2765,bad quality product worth money comfortable lite wight material bt think come long life
2766,wow unexpected product pic good product value
2767,sole issue rhta hai shoe isliye km price diya jata hai think one best shoe ever buy relax really light weight shoe
2768,bad product fantastically fit super light weight wow comfort awesome look
2769,cheap product cool look shoe
2770,shoe running_shoe different sir nice
2771,bad quality highly comfortable not suitable run
2772,use poor quality product good product
2773,not worthy
2774,bottom damage use product good comfortable like
2775,scale fack company product fit fully comfort
2776,damage item look good photo show comfort level good love
2777,rough back end material skin bleeds cause pain back leg end one bleed run back end not soft please sparx sincere aware make test product instead costly ad actor lot people rely brand break reliance little shame leave get product return
